5565739670,82,38,27,16,0,0
5567037968,66,42,36,21,6,0
5079801714,83,55,32,12,5,1
4310040252,88,53,45,9,5,3
5835570496,42,21,24,12,1,1
2396377379,158,75,63,27,7,1
2184337471,164,107,62,32,8,1
3749116215,22,7,5,2,1,0
1866514576,230,181,128,70,12,4
5259155674,85,52,60,18,10,5
2190280622,145,85,39,16,1,1
2709838389,97,56,51,10,2,0
2250638470,86,55,49,18,9,2
3175870581,75,41,26,13,7,0
5515300678,51,41,22,6,5,3
3451362959,179,99,75,36,11,4
5673290513,63,43,31,11,5,1
4236549564,61,35,14,8,3,0
2334022252,23,16,18,8,1,0
4966587611,42,30,27,10,4,1
3490828795,13,8,4,0,0,0
3594184540,186,91,107,45,15,1
4394976361,50,29,23,9,2,0
5122803706,15,14,11,0,0,0
6142201182,81,48,40,22,4,2
4441030009,18,10,6,2,0,0
5531214639,141,98,88,32,10,1
4580527615,68,43,25,11,4,0
2378615935,81,46,26,17,5,1
4513806159,98,72,53,13,3,0
5102423936,22,24,17,7,2,0
3261271169,271,147,112,52,12,1
5884799388,174,89,48,8,2,0
5463649766,697,489,306,145,49,6
4805565422,58,28,22,8,2,1
3467912503,85,57,39,13,1,1
5239882384,142,93,70,30,12,3
5137481166,53,26,20,5,0,0
3160927729,100,79,50,14,0,1
5235562261,146,97,75,37,13,2
3079268171,78,40,26,11,6,2
3506962551,122,84,51,24,7,1
5243151270,58,45,31,16,8,3
3659506389,25,12,12,8,2,0
5768734661,94,55,59,29,6,2
2327542219,94,42,34,12,2,0
5580977599,93,55,48,25,9,3
4945813193,85,77,54,31,11,1
3141928715,104,72,37,24,9,0
5308774227,31,30,18,3,2,0
4359728689,142,88,45,16,6,2
4647805414,39,25,27,9,1,1
2820871485,93,72,43,21,1,0
5336602993,44,42,29,10,2,1
4237442601,44,37,22,9,3,1
3673847389,86,44,31,9,3,0
3751381520,59,33,25,15,1,1
4405905578,10,15,10,2,1,1
3496433584,117,82,48,37,9,5
4691287294,188,128,91,29,9,3
3517201136,93,72,27,11,0,0
2416731455,281,162,89,30,11,1
2891236649,205,136,82,19,4,0
2481644193,53,40,26,4,3,0
5049103955,31,23,13,4,1,0
5851089455,68,42,35,8,1,0
5926428205,73,58,41,22,4,0
5400476880,205,116,82,55,28,5
2916652892,81,37,19,8,5,1
1915112747,26,26,9,6,1,0
3416240093,96,61,38,8,5,1
3247455045,42,32,26,5,1,0
4421226323,166,116,63,21,6,1
2067536030,71,62,22,12,7,0
5296219856,41,32,27,12,1,1
2008767785,241,131,131,50,14,2
4084579883,180,133,73,29,3,1
3427917832,69,56,26,7,1,2
1943226343,131,77,40,16,4,0
4445300284,65,38,31,8,2,0
5848362487,80,52,29,14,8,2
2583934567,70,54,32,11,2,0
4547114158,28,18,16,4,2,2
3654653996,150,93,53,19,5,0
4831581710,264,158,145,39,8,2
2001892203,91,58,30,18,3,1
2476683568,81,52,46,14,7,2
6042753593,58,36,24,16,2,1
1995996716,92,56,39,15,0,0
4098313838,97,59,36,17,8,3
5035900740,84,60,31,15,1,1
5854643066,91,51,29,6,1,2
5395883151,199,127,65,21,7,1
4543676449,188,116,70,25,3,0
5272763940,70,46,17,6,1,1
3803736163,88,53,48,32,5,0
3986083508,125,74,54,16,9,2
3355202131,25,19,12,8,0,1
2297688297,101,47,40,9,4,1
4720876012,69,36,26,9,3,1
3324308195,140,74,48,14,2,5
5138736087,134,97,76,36,11,6
5558148654,59,56,36,18,0,2
3994322567,73,52,34,11,4,1
4722467578,135,72,59,15,1,1
4769419210,121,66,47,15,11,0
4945088768,94,74,45,20,6,1
4467350971,42,36,22,16,3,0
2751539373,186,131,81,29,12,5
3281977961,70,43,32,13,4,1
4218812822,85,40,20,11,4,0
2629526380,191,120,81,38,11,3
4935948106,29,14,9,4,1,1
4012863799,169,118,87,34,10,4
4575215620,224,124,97,28,16,8
4345162382,54,45,17,5,2,1
2715870409,128,78,57,11,12,2
2309122434,42,37,22,12,1,0
4221230860,173,106,63,25,11,4
5016801022,99,55,30,16,6,1
5911398558,99,69,31,21,6,3
3773951361,125,106,65,29,6,4
2145215894,90,51,40,10,7,0
3016131733,180,125,79,54,11,2
5152836772,149,85,51,13,3,0
4164570443,83,71,29,15,3,0
4717139899,59,35,21,7,2,0
3800274446,119,84,56,15,6,0
2002860947,5,3,2,0,1,0
4477856127,310,149,97,30,13,3
5056993573,40,22,20,9,4,0
4971854841,96,57,48,13,6,2
5433539938,84,66,42,6,4,2
4821702607,256,154,112,46,13,8
6008250311,67,55,45,7,9,0
5752597719,295,160,99,38,9,1
2834837907,76,45,36,13,2,0
2425852636,74,58,43,20,11,6
4867255283,66,41,26,12,2,1
3549690294,113,71,32,20,4,1
2130707658,81,61,28,2,2,0
3080723311,134,93,106,33,28,8
5052277403,122,79,44,12,4,1
4636593477,93,47,37,10,2,0
1859539614,124,67,47,16,2,1
5722497293,37,32,23,13,2,0
4330942946,129,74,31,10,5,1
4873450618,838,435,217,101,31,4
4893299962,145,97,45,26,10,3
1926195036,124,66,26,9,3,0
2298152826,51,39,32,14,0,0
2413243538,53,32,29,12,7,0
3361638318,87,57,39,18,3,1
4840578995,22,8,6,2,1,0
5431133681,142,84,40,23,12,1
3088773177,44,28,12,10,6,1
3257123338,206,109,70,39,24,4
5451613933,164,112,65,37,31,7
5330938840,97,71,49,7,0,1
4106973775,206,123,104,50,19,8
2061263706,73,63,32,10,3,1
4868234093,86,71,21,6,1,1
3409165232,96,43,27,15,6,3
4566685350,67,61,35,17,1,1
5611667086,12,7,6,4,0,0
5605962417,142,95,60,25,12,4
1996925377,46,17,9,6,3,0
2292244427,225,147,87,37,12,9
5838145135,78,74,58,23,8,5
5908443001,115,88,25,11,2,0
3185588221,224,150,93,44,14,3
5833325456,54,36,29,11,2,1
4925624215,51,24,30,12,4,5
3403132373,80,39,20,7,3,0
2979528383,382,226,129,67,15,2
3837517813,130,107,57,29,6,4
5366528803,84,56,37,7,8,0
5881551828,290,214,117,25,17,2
3255493882,131,76,34,5,2,1
5250488289,29,23,21,7,1,0
2669939929,45,29,29,17,3,1
3819282142,7,6,2,2,0,0
4721099663,486,280,129,46,2,2
2075206763,124,88,60,18,7,1
2550326871,56,31,20,11,5,0
4474707594,100,74,46,21,7,0
5173213024,69,39,29,15,1,0
3827878584,36,28,24,13,4,1
5990053282,61,52,20,5,4,5
4310951708,190,96,49,23,9,2
2286146782,125,67,33,15,6,0
2878603678,617,408,264,118,38,9
