5565739670,13,0,1,0,0,13,0,0
5567037968,4,0,5,1,2,15,0,0
5079801714,11,0,3,0,0,17,0,1
4310040252,5,0,2,1,0,15,0,0
5835570496,3,0,0,0,0,13,0,0
2396377379,21,0,0,2,0,35,0,2
2184337471,27,0,0,1,0,25,8,1
3749116215,3,0,0,0,0,1,0,0
1866514576,52,0,1,0,0,29,8,0
5259155674,12,0,0,0,0,14,2,0
2190280622,21,0,0,4,6,25,0,0
2709838389,16,0,0,0,0,16,0,0
2250638470,9,1,0,0,0,14,0,0
3175870581,9,0,1,0,0,10,0,0
5515300678,10,0,0,0,0,8,7,0
3451362959,33,0,3,0,1,34,2,4
5673290513,13,0,0,2,2,18,0,0
4236549564,14,0,2,0,0,10,0,1
2334022252,2,0,0,0,0,8,0,0
4966587611,5,0,0,0,0,9,0,0
3490828795,1,0,0,0,0,2,0,0
3594184540,30,0,1,0,0,25,10,0
4394976361,3,0,3,0,0,13,0,1
5122803706,4,0,0,0,0,1,0,0
6142201182,18,0,0,0,0,8,0,0
4441030009,2,0,0,0,0,4,0,0
5531214639,26,0,0,1,1,27,12,1
4580527615,7,0,0,1,2,14,0,0
2378615935,5,0,1,0,1,20,0,0
4513806159,21,0,0,6,3,13,0,0
5102423936,3,0,1,0,0,6,0,0
3261271169,40,0,27,0,0,47,9,0
5884799388,19,0,1,0,0,44,28,0
5463649766,154,9,13,2,3,97,21,0
4805565422,8,0,0,0,0,9,0,0
3467912503,15,0,3,0,1,14,0,0
5239882384,27,0,0,0,0,27,0,0
5137481166,7,0,0,0,0,12,3,0
3160927729,23,0,1,0,0,31,10,4
5235562261,21,0,3,0,1,22,10,0
3079268171,16,0,0,0,0,10,16,0
3506962551,16,0,1,0,2,26,0,0
5243151270,11,0,0,0,0,13,0,0
3659506389,4,0,0,0,0,4,5,0
5768734661,15,0,2,0,0,21,1,0
2327542219,9,0,1,0,0,24,0,0
5580977599,12,0,0,0,0,18,2,0
4945813193,17,0,0,0,0,14,1,0
3141928715,15,0,2,0,3,21,0,0
5308774227,3,0,0,0,0,9,0,0
4359728689,22,0,0,0,0,41,0,1
4647805414,3,0,0,0,0,10,10,0
2820871485,17,0,0,1,0,16,0,0
5336602993,4,0,2,0,0,9,0,0
4237442601,3,0,0,0,0,7,0,0
3673847389,10,0,10,0,0,12,0,0
3751381520,7,0,0,0,0,8,0,0
4405905578,1,0,0,0,0,3,0,0
3496433584,19,1,0,0,0,22,0,0
4691287294,41,0,1,0,0,36,24,0
3517201136,19,0,0,0,0,21,0,0
2416731455,42,0,0,0,0,32,2,0
2891236649,27,0,24,0,1,43,0,0
2481644193,6,0,0,1,0,10,0,0
5049103955,6,0,0,0,2,6,2,0
5851089455,8,0,0,0,0,8,0,0
5926428205,12,1,0,0,0,11,4,0
5400476880,33,0,0,0,0,26,4,0
2916652892,8,0,0,0,0,13,0,0
1915112747,2,0,1,1,1,9,0,0
3416240093,10,0,0,0,1,14,3,0
3247455045,4,0,1,0,1,11,2,0
4421226323,28,0,8,0,0,23,0,0
2067536030,5,0,0,0,0,18,16,0
5296219856,4,0,0,0,0,11,0,0
2008767785,36,0,0,0,0,35,14,1
4084579883,27,1,25,0,0,37,0,0
3427917832,13,0,0,1,0,23,0,0
1943226343,10,0,2,0,0,24,0,0
4445300284,8,0,0,0,0,13,4,0
5848362487,11,0,0,2,0,14,0,0
2583934567,9,0,1,0,0,15,0,0
4547114158,3,0,0,0,0,4,0,0
3654653996,15,0,0,0,1,31,0,0
4831581710,38,0,5,2,4,36,2,2
2001892203,12,0,1,0,0,21,0,0
2476683568,12,0,1,4,1,15,2,0
6042753593,11,0,1,0,0,12,0,0
1995996716,11,0,2,0,0,17,0,0
4098313838,18,0,0,1,4,19,0,0
5035900740,17,0,2,0,0,27,1,0
5854643066,10,0,5,0,0,21,0,0
5395883151,26,0,4,0,5,51,0,3
4543676449,31,0,0,1,1,19,0,0
5272763940,11,0,0,0,0,11,10,0
3803736163,18,0,0,0,0,14,8,0
3986083508,18,0,7,0,1,20,0,0
3355202131,1,0,3,0,0,8,2,0
2297688297,16,0,1,1,0,17,0,0
4720876012,12,0,0,1,0,11,0,0
3324308195,22,0,0,0,0,43,0,0
5138736087,29,0,3,0,1,26,2,0
5558148654,13,0,1,0,0,16,2,0
3994322567,8,0,0,1,0,17,0,0
4722467578,28,0,1,0,0,19,0,0
4769419210,12,0,3,0,3,12,0,0
4945088768,17,0,0,3,3,12,2,0
4467350971,3,0,0,0,0,16,0,1
2751539373,45,1,2,0,0,32,0,0
3281977961,8,0,1,0,0,10,0,0
4218812822,7,1,0,0,0,14,4,0
2629526380,32,1,0,5,6,34,0,1
4935948106,3,0,0,0,0,10,0,0
4012863799,21,0,2,1,2,30,0,1
4575215620,27,0,4,2,0,34,0,0
4345162382,6,0,0,0,0,15,0,1
2715870409,16,0,1,0,0,34,0,2
2309122434,5,0,3,0,0,15,0,0
4221230860,24,0,3,4,4,31,3,2
5016801022,15,0,2,0,4,11,0,0
5911398558,7,0,1,0,0,23,0,0
3773951361,25,0,0,0,0,15,0,0
2145215894,17,0,0,0,0,12,2,0
3016131733,46,0,0,1,1,24,0,0
5152836772,29,0,0,1,0,27,0,1
4164570443,14,0,1,6,1,10,0,0
4717139899,13,0,0,0,1,12,0,0
3800274446,15,0,1,0,0,20,0,0
2002860947,0,0,0,0,0,1,0,0
4477856127,40,0,4,0,0,27,0,0
5056993573,6,0,0,0,0,7,0,0
4971854841,17,0,0,0,0,14,0,0
5433539938,14,0,0,0,0,19,0,1
4821702607,60,0,0,2,1,38,0,0
6008250311,11,0,0,0,0,15,8,0
5752597719,31,0,11,1,0,41,0,0
2834837907,8,0,0,0,0,15,0,0
2425852636,6,0,0,0,1,12,0,0
4867255283,6,0,0,1,0,10,0,0
3549690294,14,0,0,0,0,13,0,0
2130707658,7,0,1,2,2,16,0,1
3080723311,26,0,2,0,0,27,2,0
5052277403,10,0,1,0,1,27,0,0
4636593477,14,0,0,0,0,16,0,0
1859539614,6,0,0,5,0,24,0,0
5722497293,3,0,0,0,0,10,0,0
4330942946,15,0,0,1,0,28,0,0
4873450618,127,0,5,5,28,165,0,0
4893299962,16,0,2,0,1,39,0,0
1926195036,11,0,2,0,0,18,0,0
2298152826,3,0,0,2,0,13,0,1
2413243538,8,0,1,0,0,8,0,0
3361638318,13,0,0,0,1,13,0,0
4840578995,2,0,0,0,1,3,0,0
5431133681,21,1,2,0,0,22,0,0
3088773177,6,0,0,0,0,8,0,0
3257123338,51,0,0,0,0,26,15,0
5451613933,19,0,0,0,0,31,6,1
5330938840,6,0,3,4,2,18,6,0
4106973775,49,0,0,0,0,37,11,0
2061263706,7,0,0,0,0,21,2,0
4868234093,15,0,0,0,0,8,0,0
3409165232,16,0,1,0,0,23,0,0
4566685350,17,0,1,2,0,11,2,0
5611667086,0,0,1,0,0,2,0,0
5605962417,23,1,0,0,0,25,4,0
1996925377,4,0,0,0,0,10,0,0
2292244427,34,0,8,0,0,26,0,0
5838145135,13,0,0,0,0,29,4,0
5908443001,14,0,0,0,0,19,0,0
3185588221,36,0,1,0,0,39,0,0
5833325456,14,0,0,0,0,7,0,0
4925624215,8,0,0,0,0,9,1,0
3403132373,8,0,2,0,0,17,0,0
2979528383,59,1,3,2,8,38,0,0
3837517813,31,0,0,0,0,21,0,0
5366528803,11,0,0,0,1,10,0,1
