"huid","Tabloid_dict","Non_tabliod_dict"
5463978893,0.00794,0
2860066268,0,0.0098
5939320577,0.00198,0
2381708130,0.00888,0.00296
4708877904,0.00868,0
4105661020,0,0
2249008526,0.00804,0.01877
4365946240,0,0.01667
5358921207,0.02222,0
4948601522,0,0
5946741182,0,0
5236153223,0.00379,0.00379
3085813708,0.00571,0.00286
5608340580,0,0
4519342119,0.01029,0.00515
3892419394,0.00543,0.00543
1926165860,0.00362,0
3683532516,0,0
4757144590,0,0
4392190457,0,0
6055422654,0.01429,0
5254729921,0,0.00413
2903874911,0,0
5058925599,0.01705,0.00568
2031058247,0.00396,0.00132
2964590295,0.00635,0
5947474055,0,0
6137994719,0.00935,0
4608864343,0.00763,0
5295445439,0.00588,0.00588
2261648950,0.00612,0
2422357843,0.01342,0
4060837607,0,0
3501074975,0,0.01005
2359998100,0.00686,0.00343
4110461146,0.00376,0
4240420061,0.00474,0
2040859227,0.00418,0.01255
1959063568,0,0
2632848877,0,0
5412797643,0,0
2610190234,0,0.00208
4716835541,0.00741,0.00741
6146570236,0,0
5439551940,0.01102,0.00275
3537056875,0.00952,0
3837411280,0,0
6102158156,0,0.01026
3114015091,0.02591,0
4210266341,0,0.00521
5761682206,0.00314,0.00629
2176163084,0.00191,0.00191
5106718048,0.00539,0.0027
4351265547,0.00229,0.00229
4537950587,0.00322,0
5788048201,0.00481,0
2826879509,0,0
5515300678,0,0
2053893694,0,0
4354425331,0,0
5583090660,0.0274,0
4041234764,0,0.02778
4390674666,0,0.02174
6022543069,0.00917,0.00917
2560996957,0,0
3430015436,0.02454,0
3215824656,0.02335,0
4078131992,0,0
4128922281,0.01523,0
3417225120,0.00329,0
3238281864,0.00517,0.01034
4922199857,0.00629,0.01258
5566131099,0,0
3301760563,0,0
5212328967,0,0.00459
4350733098,0,0
5170582837,0,0
4178454095,0,0
4857723456,0.00302,0.00302
4561210888,0.00621,0
4492737038,0,0.00917
4900690419,0,0.00676
6146908456,0,0.0203
3987252603,0.00758,0
5474367779,0.00769,0.00385
3304579034,0.00763,0.00763
4095507621,0.01277,0
4556539550,0.00368,0.00368
3910011156,0,0
5316757399,0.02532,0
2268370206,0.00621,0.00621
5483565019,0.01216,0
6013860434,0.00478,0.00159
2895451845,0.00855,0
4361581261,0.00457,0.00457
2094195915,0.00525,0
3076244941,0.01163,0
1969124532,0.00535,0
5783353824,0.01183,0.01183
5943443029,0,0
5412296644,0,0
3799341097,0.0101,0.00505
2882436309,0,0
4249391656,0,0
2708223610,0,0.00905
5304603782,0.008,0
2049853360,0.00354,0
5076517736,0.02062,0.00515
3677094176,0.01571,0
5909603913,0.00524,0
5123772272,0,0
6108979374,0,0
4944238709,0.01674,0
4703747833,0.00563,0.00188
3647883804,0,0
3368647008,0,0.00714
1856661406,0.00167,0.00167
2130695755,0.00758,0
5908160410,0.0061,0.0061
3607340210,0,0
5476971982,0.00758,0.0303
3031587594,0,0
3400517858,0.00712,0
4508324632,0,0.00122
6026719201,0.0015,0.00375
2855317776,0,0
5641417570,0,0.00608
2801252487,0.00682,0.01136
3655142173,0.01299,0
2860602143,0,0
3340842001,0,0
5970892506,0,0
4755383436,0.00316,0
4966316985,0,0.01124
4644612091,0,0
5369807304,0.00483,0.00483
5477698650,0.00418,0
4436083586,0,0.02174
5446659271,0.00167,0
3311369282,0,0
3341205993,0.00567,0.00177
3667442587,0.00571,0
4706985036,0.0029,0.00194
3529799880,0.01227,0.01227
6018053346,0.00345,0.00172
5063166786,0,0
4596992335,0,0
5275757938,0.01619,0
5390822203,0.0152,0
1905111506,0.00292,0
2240732061,0,0.00655
4044174257,0,0
3419017688,0,0
5724479086,0.01235,0
4383453404,0,0
3755557197,0.0044,0
2061403901,0.0152,0.00152
1938035430,0,0
2782950405,0.00313,0.00157
5029025922,0,0
5352785966,0.02158,0
5050804448,0,0.00822
4211436829,0,0
3232493396,0.0119,0
2644632775,0,0
2309070748,0.00418,0.00334
4214591230,0,0
3515998504,0.01938,0.00775
6015398525,0.01057,0.00211
2787343932,0.00621,0.00207
4560758766,0.00472,0
2294252166,0.02778,0.00926
2436142020,0,0
4398667121,0,0
2359792752,0,0.00266
2071336436,0.00172,0.00686
5941132753,0,0
2053703940,0.00858,0.00215
1891086726,0.01587,0
2809031317,0.02941,0.0098
5006011755,0.00877,0.00585
3404840270,0,0
4470678784,0.00327,0
3449298850,0.0061,0
3621492689,0,0.00316
4103811344,0.00559,0.00838
3429346807,0.00943,0
2304710206,0,0
3278526711,0,0
3343190911,0.00769,0.00769
4872992387,0.00503,0.00251
5025393437,0,0.00709
4179893123,0,0
3333421596,0,0.01449
4187362020,0.00621,0
4740992464,0.00873,0.00437
5289872793,0.00909,0
3123095396,0.01143,0
4906262067,0.01736,0.02083
3847003079,0,0
2985356687,0.01351,0
2422928086,0.00939,0.01408
2040365416,0,0
4587067848,0,0.00481
2326928284,0,0.00599
5494942753,0.01342,0
4142581013,0.02299,0.01149
5392471474,0.00403,0.00605
2390290082,0.00323,0.00162
4965242920,0,0
2920011783,0.01961,0
5774617358,0.00709,0.01418
5898030939,0.00725,0
3546290665,0,0
4272946945,0.00806,0
2001581623,0.01681,0
5881732121,0,0.00951
3101235227,0.00524,0
5483059628,0.01493,0.00746
3105825193,0,0
5623436559,0,0
3571823948,0,0.00585
4557074990,0,0
2617489726,0,0
3420798942,0,0
5431116413,0.01361,0.01361
5512315454,0,0
3870962602,0.00649,0.00649
5354688938,0.00417,0
2105218081,0,0.00585
2754223750,0.008,0
5376511400,0,0
5181228991,0.00645,0
2804063765,0.00207,0.00207
3810452921,0,0
4803985041,0,0
5345384710,0.01325,0.00662
3877579148,0.01887,0.00943
2941300442,0.00565,0
2699509437,0,0
4294790886,0,0
4280276458,0,0
5843752281,0.00798,0
2362853675,0,0.00469
3800821575,0.00609,0.00487
5633326318,0.0019,0.0038
3939078127,0,0
2063930838,0.0073,0
5565283949,0,0
2148151920,0,0.02273
3178541772,0,0
4883098311,0,0
3052102532,0,0.0073
4498003517,0.01663,0.00208
4303016033,0.01034,0
4492245627,0.00958,0
5431720256,0,0
2714503278,0.00733,0
3730047300,0,0.00235
4560727707,0,0
5727735709,0.00555,0
2509213935,0.02041,0.0051
5345718306,0,0.0082
4836114074,0.01079,0
3317673191,0.01835,0
2430792785,0,0
4632558719,0,0.00258
2210941444,0.00521,0
4242404667,0.01695,0
4763302306,0.0038,0
5667219951,0,0
5524447123,0,0
5276145306,0,0.00592
4071331523,0.00417,0.00417
3124477937,0,0.01932
2136079106,0,0
5486138055,0.01449,0
2438688179,0.00183,0.00367
2274571567,0.00803,0
2393832778,0.00444,0.00444
5340986232,0.00405,0
5013499425,0.00543,0.00543
4183064630,0.00683,0.01706
4913973456,0,0
3323193549,0,0.00893
3821647224,0,0
3653795163,0,0
3297883049,0,0.01429
4975652796,0.01205,0
1991913237,0.0146,0
1887867144,0,0.00971
2345125042,0,0
3065089853,0.00403,0.00134
5122567759,0.00629,0
4364933586,0.00413,0
5103573640,0,0
3682487707,0,0.00735
2774957156,0,0
5632207866,0,0
3046406015,0.00759,0.0038
5334712766,0,0
4506222972,0,0.00485
3717883608,0,0
5675106481,0.02727,0
4164409143,0.00781,0
2654301809,0.01327,0.00442
2165623869,0,0
5205693578,0,0
2991529662,0.01212,0
5598731302,0.00286,0.00857
3313687208,0.00228,0.02733
3665410772,0.01493,0
5076157511,0.00795,0
3339753058,0.008,0
4183266437,0,0
4291622518,0.03448,0
4030267553,0.01416,0
4745871243,0.00386,0
3296886499,0.00792,0.00264
3541988644,0,0
4086578235,0.00394,0.00197
3665041187,0.00394,0
5889808103,0.00219,0.00219
1931678222,0.0155,0.00388
2285712731,0,0
5636234133,0,0
6024332181,0,0
2016815441,0.00763,0
3803736163,0,0.00441
3665424995,0.0057,0.00855
3348845325,0,0
3568042799,0,0
3981978791,0.00704,0
4502866366,0,0.00452
5325629776,0,0
5188533046,0,0.00877
4070701464,0.00441,0
4012663727,0,0
5873558654,0.00344,0
5162087560,0.0137,0.0137
5198544289,0.01596,0
4992910871,0.00751,0.00501
5083854953,0.00224,0.00895
2279377760,0.0011,0.0055
3680006308,0.01227,0
4286588682,0,0.00952
5656781363,0.0068,0
5769947316,0,0
2640313906,0,0.00943
4768563140,0.01695,0
4459549874,0.00305,0.0061
2762116769,0,0
2547225142,0,0
3477249464,0,0
6019370333,0,0
2512714378,0.00922,0.00461
2469358405,0,0
3902846916,0.016,0
5259961653,0.02143,0.00357
4937694090,0,0
2973809405,0.01333,0
2482371125,0.00962,0
4473813145,0.00463,0.00463
4360620603,0.00552,0.01105
5953292099,0.00403,0.00806
2709915748,0,0
2029413934,0,0
6061841402,0.00662,0
4322055224,0,0.01149
1981061375,0.00905,0
2350331647,0,0
3740478570,0.00649,0
5949545869,0.01025,0.0041
2067715724,0.00719,0.00719
5813177372,0,0
2482614443,0.00962,0.01442
2229323096,0,0
2160175014,0.01429,0
4507336958,0.00327,0.00327
3177571623,0,0
6118229001,0.00625,0
5201213790,0.01463,0
5629578532,0.02252,0
3594975886,0,0
1863258642,0.0229,0
1952674411,0,0.01802
5606376467,0.00658,0.00658
3246925556,0,0.00459
3281485610,0.00725,0
5360254817,0,0
6120759956,0,0.00917
4615622065,0,0
2205736217,0.00249,0
4751340774,0,0
4783110985,0,0.0098
5562634917,0,0.00769
4847901806,0.0049,0.01471
1871408013,0.00358,0
2885238895,0,0
2289983322,0,0.00837
5259777586,0.00903,0
2513560844,0.0026,0.0026
3628971156,0.00443,0.00222
2818268112,0,0
2294945019,0,0.00333
5258397274,0.00253,0
5182357604,0,0
3530710774,0.00943,0
6132032663,0.01042,0.01563
2327501344,0.00855,0
3834626429,0,0
3331815660,0.00619,0.0031
2388294688,0,0.00402
4321842500,0.01051,0.0035
6132196874,0,0
5494125394,0.0479,0.00599
5855563874,0,0
5612758558,0.00474,0
1979817281,0,0.01
4127178475,0,0.0012
6123166430,0.01136,0
5480954584,0.00763,0
4938237175,0,0
1977917469,0,0
4712229216,0,0
3793394956,0.00641,0.00641
6132312763,0.00207,0.00413
5809198120,0,0
4326721275,0.00156,0.00313
2535848070,0,0
4183498801,0,0.00694
2756648026,0,0.00429
2926135620,0.0039,0
5358801534,0.02308,0
4130265757,0.04545,0
5612086850,0.00962,0.00192
2343500320,0.00649,0
5172291381,0.00536,0.00357
1869340316,0.0107,0
4604547821,0.01802,0
3850426709,0,0.00962
4393685760,0.00082,0.00329
2809181428,0,0
3779202071,0.00382,0.00382
4487517716,0.0105,0
4485294133,0.00459,0
4014650825,0.00512,0
4568237958,0.00468,0.00312
5836852558,0,0
2656153495,0,0.00637
3207460537,0,0.01087
3922537267,0,0
3570403824,0.00971,0
4826988893,0.00139,0
2340764184,0,0
3646424631,0,0
5516733367,0,0
3856967765,0.00286,0.01143
2286595924,0.01042,0
4082467171,0.00541,0
3964315384,0.00752,0
3779539324,0.01149,0
5708663979,0.00273,0
4811747254,0,0
4947962353,0.00706,0.00847
4649290213,0.00804,0.00268
3216459375,0.0084,0.0084
5420150923,0.00893,0.00893
5062795165,0.02,0.016
5931052526,0.01075,0.00538
3034813668,0,0
3962023278,0,0.00334
3173044684,0.00175,0.00351
5425226789,0.0177,0
3403858387,0,0
5190457159,0.00699,0
4660673524,0,0
3073000168,0,0.0198
5316865177,0,0.02857
2396377379,0,0.00297
2176113390,0,0.02381
2905110595,0.00442,0
4964796478,0.00926,0
4647432892,0,0
1947646859,0.00235,0
5146338345,0,0
2301256124,0,0
1873203114,0.01075,0.01075
3057033737,0.0107,0.00535
6133780188,0.00472,0.00472
4556646403,0,0
2784983501,0,0
4362404109,0.00529,0
2338138831,0,0.00151
5065293396,0,0
3092689690,0.00415,0
4218662438,0,0
2416927676,0,0
1997607676,0.00304,0.00152
5265754415,0,0
4344233981,0,0.01143
4282913553,0.00593,0
5270362729,0.00549,0
4803877297,0,0
3725215205,0,0
5722600375,0,0
4503330365,0,0
3941701081,0.00169,0.00508
4224604332,0.0015,0.00525
4242911184,0.00231,0.00462
3891357926,0.00821,0.00205
3704868657,0,0
4414279567,0,0.01042
5277168021,0.0137,0.01826
3457168007,0.00426,0.00426
2931563652,0,0
4471995637,0,0
2717396313,0.00284,0
2588445438,0,0
2631730026,0.00518,0
3123263019,0.00913,0
2929669884,0.00366,0
3731353096,0,0.00342
5218501517,0.00293,0.00587
4605802298,0.01546,0.01031
5102692224,0.00769,0
2827327979,0.00315,0
2307229895,0,0.01869
1907213079,0.00585,0.00292
4617367347,0.025,0
3108266354,0.00435,0
4596337788,0.00437,0
5847961187,0.02899,0
3179029926,0.00905,0.00452
4920590039,0,0.0137
2037387818,0.00557,0
3071146272,0,0.01316
4093004657,0.0106,0.0106
4129864379,0,0.0129
3188133980,0.00851,0.01277
5803260540,0.03521,0
2129242456,0,0
2782111135,0,0.00535
2349222935,0,0
2796184972,0.00351,0
2492080771,0,0
3640005476,0,0
4560248473,0,0.00769
4869961509,0.00322,0.00322
2821000211,0.01163,0.00388
3009081210,0,0
3874804445,0.00498,0
2925338930,0.04225,0
2811794069,0,0
5162761085,0,0
5571643038,0.00901,0
3039528933,0,0
2251376293,0,0.00188
2531007047,0,0
4989577138,0.02198,0
2459344510,0,0.00565
5881966551,0,0
3546027712,0,0
5514672690,0,0.00379
3774302817,0.00429,0.00429
5401388361,0,0
3158729416,0.00448,0
5634946055,0.01099,0.02198
4048090369,0,0
4094731539,0.00847,0
5413082988,0.01724,0
5437941062,0,0
3921067951,0.00575,0
2671989353,0.01877,0.00171
5383591788,0.00087,0.00433
1915820057,0.00442,0
2563215958,0,0.00165
4419798196,0,0.00725
3735640889,0,0
3090978388,0.00437,0.00437
2267670692,0.00313,0.00313
1952548218,0.01176,0.01176
2462318595,0,0.00826
4445864422,0.00351,0.00351
4050575498,0.01835,0.00917
3209708942,0.01042,0
6034129518,0,0.00232
4522216494,0.01071,0.00357
5366912849,0.01111,0
3919790053,0.00682,0.00227
5184974929,0,0
3131836156,0.00602,0.00602
2647632664,0.01042,0
2895665197,0.00505,0.00505
3003255907,0,0
5950808841,0,0
2491640225,0,0
5866927495,0.00521,0.00651
4455746270,0,0.01141
5221901619,0,0
2666480696,0,0
3971872516,0,0.00448
5503283969,0,0.00541
4098010723,0.00629,0.00629
3308301093,0,0.01456
3381142127,0,0
5249761956,0.00791,0
4010075126,0.01235,0
2612545999,0,0
3037766133,0.00791,0.00395
4380414989,0,0
5549858305,0.01794,0
3893252041,0.00527,0.00176
2510958420,0,0
4842463508,0.00699,0.00699
2633270990,0.01887,0.00943
2891750906,0,0.00583
3757948535,0,0.01563
4403068408,0,0
3115332985,0.0155,0
5990855592,0,0
1868330515,0,0.02252
2418359562,0.00704,0
1899817020,0.00128,0.00128
4916441613,0.01163,0.01744
3878914471,0.01429,0.00476
2479305410,0.00394,0
4892648184,0.02339,0.0117
3073808950,0,0.00323
6144536858,0,0
4343678123,0.00513,0.01026
4199779969,0.02752,0
4531290976,0.00888,0.00254
2274963614,0,0
3205951529,0.00379,0.00379
3643496096,0.00692,0
2867357213,0,0
2527347928,0.01887,0
2267849937,0,0.00758
4437212443,0.00101,0.00505
4288547653,0.00337,0.00337
2974124625,0,0
3747376967,0.0027,0.0027
5570215810,0.0073,0.0073
4642880143,0,0
3566905130,0,0
5605200682,0,0
2157818589,0.00287,0.00575
2673682132,0,0
4567394679,0.025,0
3286739352,0.00477,0
5478397806,0.00287,0
4697662999,0,0
4333095860,0.02073,0.01554
3774605875,0.00286,0.00286
3246759512,0.00493,0.00493
2093006823,0.00952,0.00476
5008651512,0.00246,0.00493
4411641085,0,0
2045276280,0.00714,0.00238
4817206125,0,0
2836889070,0.01389,0
3574479432,0,0
5853354339,0.00169,0.00338
5880741933,0.00277,0.00277
4726107895,0,0
4499481800,0.01905,0.00952
2373745739,0.00684,0
5773026754,0.00336,0.00336
4629342628,0,0
6037427856,0,0
5196808582,0.0083,0.00415
4226334546,0,0
3338785646,0,0
5608046611,0.00645,0
5460193053,0.00862,0
4633199614,0.01942,0
5581307832,0,0
4219035582,0,0
5118617450,0.00513,0
2398317112,0,0.0073
2996455646,0.00595,0
2894528470,0.01379,0.0069
5708967431,0,0
4179621545,0,0
5498662879,0.02532,0
2435626395,0,0
4485886962,0.00758,0.01515
4546682462,0.00606,0
5219550304,0.00334,0
1878140888,0,0
4043811405,0,0.03399
5742572021,0.0051,0.0051
4298717171,0,0
3776518258,0.00433,0.00433
4438520536,0,0.00236
4920457858,0,0
2851022271,0,0.00515
5496974215,0,0
5589995888,0.00977,0.01303
4849216042,0.02027,0.00225
5163063433,0.00505,0
4691581352,0.0092,0.00307
2545847359,0,0
3179976948,0.02186,0
5560762513,0.01481,0
2186975287,0.00818,0.00164
6051674015,0.00621,0.00311
3823203393,0,0.00694
3741359735,0.00412,0
4655985296,0.00439,0.00877
5160720184,0.00658,0
2214406091,0.00441,0
4395081864,0.01286,0.00322
1966501498,0.00629,0.00629
2817573673,0.0084,0
3215769179,0.01099,0
5544512133,0,0
3663991626,0,0
4449985795,0.00985,0
5917801428,0,0
5841033130,0.00966,0.00483
5228103938,0.00304,0
2809792076,0.00285,0.00285
3189878986,0,0.00395
6062510315,0.00476,0.00952
1940858594,0,0
2081025539,0,0.00917
4940961740,0,0
3913189090,0,0
4234271231,0.00337,0
3345181611,0.00568,0
3790263984,0.00694,0
3762176519,0.00221,0
6041822798,0.00467,0.00935
3584867731,0.01053,0
1926447792,0.00642,0.00107
3466871721,0,0.01639
4662993605,0.02038,0.0051
2717307092,0,0
4883916645,0.0041,0.0041
2392228560,0.01096,0.01096
4112085616,0.00298,0
2490313369,0.00803,0
3375081011,0,0
2233477701,0,0.00334
2142254205,0,0.01974
5603612437,0.00669,0.00334
3435758291,0.01515,0.00505
4017278156,0,0
3144368056,0.0102,0.0051
2393654864,0.00265,0
1970507320,0,0.0101
2965731104,0.00893,0
5484132036,0.01361,0
5601975682,0,0
2652560861,0,0
5469723117,0.00277,0.00138
2471925419,0.00348,0.00523
3780640942,0,0
4802659522,0,0
4019296250,0,0
5085088892,0.00636,0.00636
3584537050,0.00641,0
4517198673,0.00133,0
4189326095,0.0122,0.0061
2484165618,0.00332,0
5462948226,0.00499,0
2138171441,0,0.01681
3497263109,0,0.00279
3879579517,0,0.01156
2047084740,0.00704,0
3286377097,0.00419,0
5872632346,0.0036,0.0036
5746485892,0.00943,0.01887
4013469413,0,0
4685959113,0,0
5865255822,0.04762,0
2327444793,0,0
5895790633,0,0
2018730993,0.00446,0.00298
6070681157,0.00529,0
2478712628,0,0
3789217745,0.00965,0.00482
2194737519,0,0
1872198511,0.01282,0
5403160063,0,0
5923388931,0,0
5411652446,0.00429,0.00429
4183350270,0,0
5690479830,0,0
5651942957,0,0
3367462215,0,0
4534342342,0,0
3246909510,0,0
5403359611,0,0.01053
2697993300,0,0
2137974551,0,0.00847
4476005881,0,0.0081
2761079005,0.02381,0.0119
4872871774,0,0.00909
5356860382,0,0
3926378183,0,0.01124
2079349778,0,0
2803730832,0.01015,0.00508
3174952449,0.00758,0
3773870845,0.02135,0.00356
2202582648,0.01036,0
5891791676,0,0.00365
2292096262,0,0
3770563060,0.00901,0.00901
5146897062,0,0
3035219951,0,0
3395766663,0,0
2697103785,0.01657,0
2240852027,0,0
2901319791,0.00667,0
2289931920,0,0
3167294079,0,0
4035579220,0.00725,0
3166057359,0.00542,0.00136
4182210584,0,0
2958810053,0.00691,0.00138
6105503146,0.00587,0.00293
2502024470,0,0
4577007381,0.00826,0
6034223355,0.0014,0
4044081729,0.00531,0.00531
4747524462,0.0084,0
5935541607,0.00513,0
5085147318,0.00794,0
3200325977,0.01149,0
1964691414,0,0
2698101151,0.00599,0
3336347874,0.0069,0.00138
3404988589,0,0.00621
1872161213,0.00537,0.00179
5110622432,0,0
3758834353,0.00426,0.00426
4122463307,0.01695,0.00308
4424149598,0.0075,0
3235827119,0.00323,0.01613
4974811610,0,0.00402
4593133100,0.00552,0
4987614220,0,0.01523
3753686261,0.01316,0
5342813929,0.00488,0
2576520404,0.00141,0.00282
5678362309,0.004,0.004
5754641423,0.00362,0.00181
4994195386,0.00752,0
3079268171,0,0.00606
4991550408,0.0229,0
3836372841,0,0
4712552875,0.00193,0.00193
6031679837,0,0
2319883673,0.00418,0
3310310419,0.00493,0
2364040076,0.02976,0
2980914226,0,0.00806
2516703718,0,0
2947680298,0.01852,0
5056505942,0.00581,0.00291
4289004339,0,0.00694
5388689423,0.00769,0
5367194435,0.01515,0
4152064898,0,0
2601250197,0.00385,0
5073463231,0.00735,0
4689162411,0,0.0051
4555958376,0.01,0
2581187313,0,0
3429813999,0,0
4991788162,0,0.01333
6112367072,0,0
5899872062,0.05263,0
4099957722,0,0
3865164974,0,0
2996683141,0.0107,0
4133195897,0.00295,0
4335578770,0.01227,0
6142305822,0.01026,0.01026
2822278983,0.00278,0
4023238543,0.00431,0.00431
3679751309,0,0
2284081957,0.01339,0
3480312717,0.00166,0.00166
4851042064,0,0.00535
2078097178,0.00325,0.00162
3711154491,0,0
3362282687,0.01282,0.00641
3126667757,0.00592,0.00592
3367471989,0,0.01053
5109388977,0,0
5582817177,0,0
2458664175,0.01163,0
4446281899,0,0
2778084590,0.01053,0.00526
2950467392,0.00497,0.00166
3672117402,0.00272,0.00272
5525452422,0.00769,0
5429829310,0.00529,0.00529
4339878536,0.01395,0
2282170154,0.00763,0
3918718936,0.00205,0
3685289413,0.00336,0
3513356177,0.00336,0.01007
5261438645,0,0
5551772190,0,0.01786
5729544793,0.0068,0
2464672503,0.01695,0
4504744834,0,0
2545516226,0.004,0.004
4604965776,0,0
1898844520,0,0.01875
5732461124,0.0088,0.00587
3633124400,0,0
4888585244,0.01653,0.00275
1975883595,0.00552,0.00552
3617596866,0,0.00735
3002240973,0.0041,0
4518669313,0.00418,0
1910278688,0.00588,0.00588
6061126404,0.00588,0
1945699389,0.00518,0
3374316049,0,0
3587542142,0,0
3678918096,0,0.00503
3216321667,0.00267,0.00535
5169893170,0,0
2277596918,0,0
4059504015,0.00641,0
6046206461,0,0
2283265660,0.00521,0
5017430078,0,0
3752137610,0.00922,0
4493471942,0,0
2468689799,0,0.00667
2403844962,0.00826,0.00826
5150937270,0,0.00709
4339695123,0.00296,0.00296
3552705599,0.01266,0
1939596618,0.00163,0
3681476825,0.00633,0.00633
3816530663,0.00849,0.00212
5586757325,0.00647,0.00431
4857687442,0,0.00601
5610146848,0,0.00725
5021863953,0.01282,0.00641
6025501719,0,0
5278780343,0.00901,0
3654827372,0.0061,0
4172461476,0,0
1967651051,0.00651,0.00217
2087927493,0.0123,0
3829375447,0,0.00575
2737252549,0.0042,0
5235529166,0.00178,0.00357
2082236030,0.00806,0.00806
3396680905,0.00535,0
2586867872,0,0
4034850358,0.00725,0
4015178514,0.00397,0.0119
2384183759,0.00704,0
5433564321,0.0102,0
3614675037,0.01083,0.00181
5498131272,0.00136,0.00409
6035349795,0,0
2370249162,0,0.01942
4796164932,0,0.00323
5434165947,0.00424,0.00424
3324433852,0.00467,0.00935
4925513912,0,0
2558375658,0,0.00741
5700450296,0.00697,0
3015392937,0.01087,0.01087
5238307625,0.00855,0
5170505483,0,0
3025956263,0,0
3350724649,0,0
5682144537,0,0
5694464051,0.00613,0.00613
3274151580,0,0
3325456714,0,0
4883853830,0.00694,0
2948741342,0.0197,0.00246
2841175286,0,0
5006453210,0,0.00641
5767611371,0,0
1988365951,0,0
5230553665,0,0.00261
6139131818,0,0
5278889548,0.00885,0
5322796066,0.0061,0
2504568553,0,0
5981305242,0.00422,0.00211
3367706531,0,0
2466486242,0.00943,0.00629
3285542391,0.01015,0
5144578371,0,0
5273394854,0.00893,0.00298
5219043160,0,0
2875283490,0.00429,0
4765710123,0.00495,0.0099
3613535363,0,0
3839342626,0.00368,0.00368
5210176667,0,0
6051258523,0,0
2568093887,0.00427,0.01282
5437448621,0,0
5392528873,0.00813,0
5834007441,0,0
2707817849,0.0101,0
4658220297,0,0
5824535190,0.00433,0
3035138958,0.00521,0
2296955142,0.00638,0
2012926194,0.00529,0.00529
5629681192,0.00703,0.00351
2294909938,0.00991,0.00661
6104987777,0.00316,0
2638715884,0,0.00224
3369353639,0.00581,0.00388
5149390480,0,0
4849489617,0.00435,0.01739
2170985683,0.00348,0.00348
2267700486,0,0
2123454272,0,0
6124846253,0,0
4844257639,0.00659,0
5899907911,0,0
3839235333,0.00474,0
2926158454,0,0
4624854193,0,0.03571
5627036004,0,0
2523065272,0.00714,0
4274211135,0.00621,0.00621
2068777960,0.01481,0
2311730002,0,0
2176295242,0.00658,0.01316
4639262121,0.02222,0
2014398966,0,0.00552
4494594018,0,0
2448501172,0.00152,0.00152
5238103983,0.00149,0.00224
5065956516,0,0
5388334489,0.00202,0.00404
2367543246,0.00508,0
2330736497,0.00412,0
5594098869,0,0.00709
2971262770,0.00972,0.00417
4524220466,0.01266,0.00422
3860642944,0.00643,0.00322
3952220971,0,0
3691168675,0,0
5798496332,0.01992,0
4866115579,0.00602,0
4470677218,0,0
4841969304,0.0122,0.00305
2600263195,0.00581,0.00145
3388934689,0,0
1948895794,0.00763,0
4118567670,0,0.0051
3768736272,0.0025,0.00313
5322790263,0,0.00571
3756824034,0.00741,0.00741
1881239944,0.00485,0
4731856176,0,0
6003347348,0,0
4904027291,0.00169,0.01351
3506244830,0.00718,0.00239
3856683535,0.0093,0
5571897795,0.01563,0
4707174612,0,0.00379
3703696496,0.03636,0
4473322458,0.00379,0
3529135169,0,0
5915817803,0.00474,0
4310005550,0.01493,0.00746
4589945793,0.0102,0
2414345199,0.01408,0
2563579119,0,0
2320351338,0,0
5397327063,0,0
2024590253,0.00186,0.00559
5811048609,0.0023,0.0023
1900257549,0.00615,0
4600906088,0.01322,0.00441
4408752445,0.00366,0.00366
2770598999,0.03004,0.00429
2180007060,0,0.00405
3770192727,0.00442,0.00442
3131030470,0,0
3208911141,0,0
4860524489,0,0
6104246664,0,0
3907442981,0.00746,0.00746
2244758507,0.01626,0
3224968505,0,0
2123449101,0,0.00581
5770969298,0,0
5461538873,0,0
1926939309,0,0
4005960541,0.00549,0
5327339636,0.00617,0.00206
5881551828,0.00291,0.00436
2949835720,0,0.00469
2380106586,0.00523,0.00209
2215362577,0,0
2309766574,0.00488,0.00488
4145772914,0.00388,0.00583
5605932195,0.00763,0.00763
5277748799,0,0
5740041104,0.00532,0
2225955026,0.00437,0.00437
3695371021,0.0086,0
3949856101,0.00402,0
6126689630,0.02273,0
4013154517,0,0
5744836993,0.00802,0.00401
5538119593,0,0
2850638398,0.00778,0
2009567430,0.00775,0.00388
5493693584,0.02703,0
1987904154,0.00833,0.00417
4876006850,0.00897,0.00897
2491479389,0.01878,0
6117489174,0.00637,0
5218297635,0.00493,0
6024721851,0.00481,0
5260706663,0,0.00629
5420815026,0,0
3768776010,0,0.00712
4801783517,0.01258,0
3718830917,0,0
4576201604,0,0
6102804464,0.01546,0
2879522701,0,0.00297
5328665255,0,0
5498440901,0.00439,0.00439
5479769316,0,0
2958173539,0,0.00625
5352051928,0,0
5463250837,0.00794,0
3504866220,0.00962,0
4280373680,0,0
2309499137,0.002,0.00601
2882939761,0.00481,0.00962
5835393315,0,0
5003056528,0.0202,0
2149026651,0.00625,0.00625
4207656514,0.00595,0.00595
3039623435,0.00429,0.00215
4820152421,0.00418,0
4727275318,0.00746,0
3134794040,0.00667,0
5753623558,0,0
5650513509,0,0
5679542676,0,0
4769419210,0,0
4030362554,0.00725,0.00725
5221968934,0,0
2024834691,0,0
5656470896,0.00505,0
3507268073,0,0
3354615439,0.00362,0.01087
5621115154,0.00714,0.00714
4389655964,0,0
2418437946,0,0
5587124515,0,0
5409412284,0.02105,0.00789
3316068251,0.00758,0
4830485872,0.00568,0
