"huid","Tabloid_dict","Non_tabliod_dict"
5829915782,0.00478,0
6070641741,0.01389,0
4099072706,0.00573,0.00191
1930041402,0,0
5183071798,0,0
3818871971,0.00777,0.00259
2505613005,0.00403,0
5503355299,0,0.00355
4000754201,0.00909,0
2973468717,0,0.00254
2914433464,0,0
5477831466,0,0
4095695751,0,0
5962314499,0.01435,0.00478
4316224249,0,0
3936327150,0.00926,0
5690847900,0,0.00781
4870555400,0.00588,0
3176179380,0.00135,0.0027
5324770947,0,0
2911632544,0.00629,0
3729334012,0.00368,0
4328573542,0,0
1920709788,0.00965,0
5418403246,0.01802,0
3896692020,0.00888,0
1916483123,0,0
3903537633,0.01111,0
6124650690,0.00867,0
2189723326,0,0
5144358482,0,0
5223445390,0.0044,0
5402450624,0,0
2129507220,0.01235,0
2548214523,0.00531,0
3375114221,0.00862,0
5502869720,0.00497,0.00662
3045654168,0,0
5068441597,0,0
5625079204,0.00806,0
4195856143,0,0
3693038191,0.01172,0
5876920801,0.0146,0.0073
3333442216,0,0.01538
3284419892,0,0
5156832682,0.00699,0.02098
4635262026,0.0051,0
4791943881,0,0
2668074190,0,0
3356456173,0.00741,0
4594651238,0,0
3716756834,0,0
3028545904,0.00549,0
5010870450,0.00625,0
5580960766,0,0
4284170104,0.0059,0.00295
2988445646,0.00713,0
3359094104,0.00338,0
4117469620,0,0.00403
2555654697,0.00595,0
2657589822,0.00658,0
6003138970,0.00595,0.00595
5141336193,0.0035,0.00701
2167016185,0.0045,0
3390846407,0,0
4872900026,0.01463,0
5076060597,0.00775,0
2488033525,0,0.01079
2845726139,0,0
3582846004,0.00125,0
3666595931,0,0.00645
3531735596,0.00413,0.00413
3870124421,0,0.00218
4638269485,0.00763,0
4304579845,0.00508,0.01523
5973076757,0,0.01515
4571087636,0,0.00532
2403899849,0.03165,0
4205434992,0.00588,0.01765
3664078700,0,0.00435
4047773054,0.00305,0
2675797918,0,0
2102079136,0,0.00422
4093787079,0,0
2636511405,0.01395,0.00465
5167148940,0.00523,0.00174
3965872878,0.00526,0
4829708527,0.01563,0
5295005600,0.00442,0
4982725357,0.00526,0
3852071892,0.00617,0
5720209896,0.00297,0
4996857264,0.0073,0
2216830305,0.00338,0.00338
4361154222,0.01747,0.00437
2198581220,0,0
5943265719,0.00511,0.00085
5693353920,0.00251,0
4047554767,0.01639,0.0082
2210321186,0.00613,0.00613
4964584420,0.00474,0.00316
4618603974,0.00797,0.00797
5071526365,0.01744,0.00581
2049508752,0,0
3769666153,0.00702,0.00351
4158523003,0.00389,0.00389
3720759366,0.00979,0.00326
3927641461,0.00194,0
3848258659,0,0
5692721963,0.00347,0
2347639514,0.01274,0.00637
5870974473,0,0
3012534532,0.0069,0
5870412548,0.00923,0
2640665510,0.00623,0.00125
4413196052,0.00391,0
5560157817,0,0.00361
3718091868,0.01176,0.01176
2965685401,0.00457,0
4440061125,0.00348,0.00348
2289875373,0,0
3457234723,0,0
5108991651,0.00897,0
4699089894,0,0.00337
4352478636,0.01656,0
2995038481,0.00194,0.00387
4256270215,0,0
3418535841,0,0
5747140515,0,0
5829949025,0.00388,0
5745465248,0,0
5051956640,0,0.02941
5261100497,0,0
3887671511,0,0
2198653675,0,0.0131
6127427035,0.00804,0
6024637586,0,0.00369
3466771083,0,0.00531
3796394944,0.00777,0.00194
2817797396,0,0
2741186537,0,0
2808104070,0.00458,0.00153
5122385543,0.00923,0.00308
2661256698,0,0.00282
2408947122,0.01515,0
4237373708,0.00494,0.00123
2811295250,0.00481,0
5893268486,0.0098,0
5960373657,0,0.01435
3346386173,0.00546,0
3819646105,0.00901,0.0015
5219892854,0.00217,0
4763781243,0.01042,0
4751610779,0,0
6095666331,0.01111,0
3595409306,0.00375,0
3369972062,0.02679,0.00893
3399871798,0,0
2492037395,0.00976,0.00488
5305257677,0,0
3512891881,0.00631,0.00252
2855404199,0.00627,0.0047
2896233390,0,0.01471
4439827522,0.0173,0
5200057474,0,0
3493488719,0.00461,0.00461
2566110471,0.01408,0
3670802064,0.00893,0
2941933163,0,0
1998329553,0.01618,0.00647
3152402082,0.00775,0
5049459321,0.0057,0
3684969598,0.00885,0
1930559201,0,0.02083
5998108067,0,0
5502236596,0,0
5014012557,0,0.00578
4452707556,0,0
3205856635,0.01587,0
5696143150,0.0094,0.00627
5193369362,0,0
4467297081,0.00211,0
2302891077,0.00962,0.00962
5108885462,0.00311,0
3552450109,0.01064,0
4907119116,0,0.0045
2085578693,0.01196,0.00239
3881500112,0,0
5365425949,0.02344,0
3238085616,0.00654,0
2911571435,0.00881,0
4834576648,0,0.00833
5473516847,0.01,0
4123482942,0,0.0102
4013020058,0,0
3396291381,0.00278,0
2008214938,0.00833,0
2442870203,0.01754,0
3825513991,0,0
3191464695,0.01185,0
4506795238,0.01087,0
5320579452,0,0.00709
5625791907,0,0
5059561811,0.00538,0.00538
5939539586,0.00461,0
5867941002,0.01695,0.00565
1928045156,0,0
2779351140,0.00398,0.00398
3965458992,0.00913,0
5165584494,0,0.00483
5672372306,0,0
2275476075,0,0
2923170084,0,0
3485304833,0.00595,0
5876430658,0,0.00149
5624272828,0.00529,0.00265
4866168784,0,0
5001728201,0,0
2617108197,0.00781,0
5868263702,0.00217,0
4139699378,0.0025,0.0075
3948644728,0,0
2764823690,0,0
2668965489,0.00424,0
2066718467,0,0.00962
3538973722,0.00538,0
3773178534,0.01543,0.00309
3519587718,0.03468,0
5078079500,0.01935,0
4194793620,0.00344,0.01031
2764802520,0,0.01282
2979349266,0.00514,0.00514
4568048974,0.00735,0
2191284079,0.02632,0
4621942428,0.01604,0
5337519087,0.0027,0
2676192305,0,0.00254
5752914012,0.00698,0.00465
2144335696,0,0
4450883575,0,0.00394
3545179454,0,0
5545518168,0.00463,0
4873127161,0,0
4161360578,0.01493,0
5823305777,0,0
5050002057,0.00606,0.00606
2813173766,0,0
3092694089,0,0
3798774432,0.00971,0
4734231779,0.00759,0
5745895063,0.0137,0
1952667304,0.00909,0.00455
4999135782,0,0
4312108243,0.00736,0.00736
3567043587,0.00535,0.00535
2434642184,0,0
4784816785,0.00833,0
5689295699,0,0
4785525027,0.00709,0.00473
5501848701,0.00885,0.00885
4453215967,0,0.00714
5411695479,0,0
4611352349,0.01034,0.00775
6140770451,0,0.00427
5523022458,0,0
1952331076,0.01724,0.00575
6033641484,0.04294,0
2242668301,0.00714,0
2132681023,0.01075,0
3555389029,0.0102,0.0051
3217284263,0,0
4766305824,0.00297,0
5331992945,0,0
4209028561,0,0.00559
3040136587,0,0
4893299962,0,0
3808137280,0.00667,0.00222
4538136727,0,0
5620322139,0,0
2581822973,0.00361,0
4561241843,0,0.00302
3459484323,0.00893,0
3648262000,0,0.01709
3880831826,0,0
3107257155,0,0
3473356469,0.00253,0
5542417399,0.00556,0.00556
2504949754,0,0
5933562493,0.00592,0
3903624963,0.00709,0.01418
4166829382,0.00526,0.00175
2496947165,0.01385,0
4089651201,0.00369,0
3165039901,0.00999,0.00143
5457649857,0.00236,0.00236
6124488455,0,0.00588
5644681385,0.01212,0.00606
3991815558,0.00637,0
3961444428,0.00758,0
5473669759,0,0
4975236584,0,0
2632481523,0,0
4950520912,0.00493,0.00657
4167232106,0,0
4216613120,0.01,0.01
2505732111,0,0.02778
2118755332,0,0
5442426358,0.01176,0
5030663029,0,0.00485
5664557738,0,0
2620570475,0.0069,0
2080635449,0,0
4490881666,0.01418,0.00709
3178631663,0,0.0063
4128545571,0.01333,0
5066159027,0.00877,0
3954988081,0.00617,0
5620114918,0,0
4713006915,0,0
4642096473,0.00613,0.00307
5907231371,0,0.00806
3780737088,0.00275,0.00275
3781438032,0.0028,0
2722153902,0,0
3216167123,0,0
3161136501,0.00326,0
4526205520,0,0
2365261628,0,0.00446
5945065493,0.00935,0.00623
3406729801,0.00917,0.00131
5108072868,0.01961,0
2251140127,0.00298,0
3792679953,0,0
5622317345,0.00838,0.00279
5018320727,0.00309,0.00154
2730071867,0,0.01163
5516716422,0.00581,0
5412043213,0,0
2011909932,0.01418,0
4610857523,0.00313,0
5733447759,0,0
4794832092,0,0
4521941102,0.00643,0.00386
5283876523,0.00298,0.00298
6048504801,0.02419,0
3552694635,0,0
2477939905,0.00749,0.01347
4729960909,0.01976,0
2213081549,0,0
4942161158,0.025,0.00625
5384790998,0,0
2129115988,0,0
3489026880,0,0
2777275709,0.00445,0
4846122880,0.008,0.004
4074311241,0,0
5165200966,0,0
3752718445,0.00966,0
3020411488,0.00386,0.00772
2517955278,0.00442,0.00442
3334035470,0,0.00248
5470924016,0,0.00478
1856277799,0.00951,0.00317
5430969600,0,0
3205356033,0,0.00913
5457795878,0.01361,0.0068
3737333036,0,0
3577020625,0,0.00518
2503039789,0.00767,0.00512
2297787946,0.00735,0.00245
3650898436,0,0
2331519231,0,0
3535358723,0.00667,0
4622530126,0.01485,0.00495
5921315147,0.00735,0
5566683272,0,0
4796558416,0.00862,0
5678277673,0,0
3585194966,0,0.0229
4027074451,0.01007,0
2657501437,0,0
3131781425,0.00503,0
3594184540,0.00899,0
3957764986,0,0
3721454379,0,0
4127839910,0,0
3296687089,0.00318,0
2251125788,0.01527,0
3292978452,0.00699,0.00699
6089781660,0,0
5586453281,0.00649,0
4548552389,0,0.00769
3082971362,0.00741,0.00741
4336674980,0,0
2329730668,0.00966,0.00483
3154952582,0,0.00645
5112691532,0,0
6011972271,0.01705,0
4474978855,0.00249,0
4327802917,0.00857,0.00571
5058567955,0,0
4205725030,0,0
5028056743,0.0125,0.00417
2579663558,0,0.00448
1930182641,0,0
5270782325,0.00568,0
4800841827,0.01093,0
5601387497,0,0.01481
1972356940,0.01316,0
3778601842,0.01449,0.00362
5305363440,0,0
4868725090,0.00319,0.00319
2950972404,0.00237,0
2459595908,0.00575,0.00575
5661988403,0.00282,0.00141
5698083051,0,0
3927728205,0,0
1921582940,0,0
3405152424,0,0
5393864985,0.01111,0
2534347983,0.00676,0
4304421608,0,0
3755911211,0.00685,0.00685
5348816088,0,0
4345296789,0.00599,0
3169534388,0.00565,0
4111864265,0,0.00962
2025240936,0.00539,0.0027
5551877152,0.00257,0.00257
1865578292,0,0
3227433833,0,0
2935862782,0,0
5255112457,0.00556,0.00278
5228456773,0.01163,0
3792719007,0.02083,0
5940770251,0,0
2535389067,0,0
3107019400,0,0.0084
3693714266,0.00543,0
6137094027,0.00565,0
2728204582,0,0
5830659063,0,0.00478
3526424592,0.01316,0
3795698608,0.00562,0
2514540847,0,0
1965014950,0.00369,0
3569483552,0,0
5367090719,0.00394,0
5818002887,0,0
2608314246,0.00171,0.00171
2277816886,0.02632,0
2397851656,0,0
2541481164,0,0
5574709660,0,0.02151
5941351399,0.01911,0
3685505833,0.00559,0
5945409316,0.00474,0
5423466548,0,0
3345817179,0.00265,0
4741421759,0,0
3923363272,0,0
3206961825,0.00452,0
4200811805,0,0
3530590116,0,0.00458
5900246108,0,0.003
3939734453,0,0
5171942708,0,0
5365426452,0,0.00735
2986615537,0.00685,0
3089147219,0,0
5022553951,0.02985,0
4084927607,0,0.00303
3629575281,0.01938,0.00388
3463090591,0.01468,0.00419
3643893460,0.00806,0
2137100083,0.0085,0
2008487651,0,0
4439937350,0,0
5609139744,0,0
2151560223,0.01156,0
4010693819,0.01282,0
3668522897,0.00515,0
4339509243,0,0
2805378858,0.0093,0.00465
4228002405,0.00592,0
4001081037,0.00433,0
3581692554,0,0
5933163946,0.00613,0.00307
4896260783,0.01242,0.00621
3377505865,0.00719,0.0036
3646749369,0.00312,0
4016686764,0,0.00461
4322109999,0.00957,0.00478
5388243828,0,0.00658
3848463048,0.0106,0.00353
5660355057,0.00368,0.00368
4194986218,0.00227,0
3053339409,0,0
4719186198,0.00198,0.00198
3522620509,0.02041,0
2617880288,0.00257,0
4793022820,0.0049,0.0098
2983996371,0.01563,0
3642642021,0.02128,0
5724488916,0,0.00181
2464772103,0.00299,0.00299
5874277418,0,0
3080314061,0,0.00549
2854985968,0.00465,0
4797567304,0.00252,0.00252
3667005511,0.00686,0.00229
4119681427,0,0
6042753593,0,0
4592899216,0,0
3000975200,0,0
3246588484,0,0.00532
5032328048,0,0.00725
4674133212,0,0.00444
5685369662,0.00331,0.00331
5108431083,0,0
6103006125,0,0
3280313616,0.01266,0
1860180291,0.0036,0.0018
4010490558,0.00741,0
5339509679,0.01149,0
3725794985,0.00649,0
4343605024,0.02632,0.00877
2611530680,0.00446,0
4168513365,0.00629,0.00629
2448234811,0.02222,0
6115691790,0.00619,0
3868372509,0.00389,0.00389
4114399437,0.00775,0
4148831790,0.00844,0.00422
4453662240,0.01258,0
5017490786,0.00948,0
5923952842,0,0
3753956546,0,0.00493
3686540811,0,0
5365582683,0.00428,0.01071
5699085143,0.00472,0
3449991068,0,0
5954502930,0.00985,0
4045381312,0.00608,0
5292077795,0,0
5207220201,0,0
1940491853,0.00467,0
6029326838,0,0.00787
4792475829,0.0029,0.00193
4210087698,0,0.00368
5741393640,0.02128,0
5734483651,0.00233,0.00233
4627967756,0,0.00568
4261722876,0,0
4066865898,0.00746,0
2434918856,0,0
3052565660,0.03101,0
1904176516,0,0
2454185014,0.02174,0
4926421054,0.00402,0
3102393943,0,0.0041
5449626217,0.00488,0
5022047239,0.0038,0.00127
2676140228,0,0.01282
1954725635,0,0
5745266819,0.01695,0
2346284826,0.01471,0
2488906485,0,0.03226
6014879106,0,0.00474
4162636502,0.00602,0.00201
5485869928,0,0.00897
5195313699,0,0.00147
2500414716,0,0
4581111367,0.0028,0.0028
3331866981,0.00207,0.00207
3138594554,0.00909,0
6033337286,0.0211,0
5789001390,0.0099,0
2108505156,0.00407,0
6008105689,0,0
4783245171,0,0
5589370056,0.00375,0.00375
3394416420,0,0
3246799908,0,0
2811775065,0,0
4626358639,0.00799,0.00291
5011170044,0,0.00562
4767234011,0.01961,0
4263962361,0.00452,0
1943226343,0.00362,0
4377033574,0,0.00388
3734929987,0.00503,0
2045563915,0,0
3258911635,0.01299,0.00649
4281833081,0,0.00901
5276165460,0.0044,0.0022
1995430873,0.00402,0
5058447505,0,0
4487339733,0.0049,0
2739259581,0.00877,0.00439
1897898580,0,0.0069
5777013666,0.0073,0
5500613473,0.01563,0
2210847884,0,0
3677142143,0,0
5493806003,0.00749,0.00749
2874046650,0,0
4065405024,0.00455,0.00455
3541364034,0.00524,0
4580399940,0,0
3336627631,0,0
5131114425,0,0
3525949260,0.00798,0
2807076292,0.00593,0.00297
3597465972,0,0
5310028591,0.00359,0.00359
2743887222,0,0
5293067273,0,0
5852069955,0,0
4821904167,0,0
2148720880,0.00719,0.0036
3333804113,0.00366,0.00733
3718081129,0.00206,0.00206
5025423978,0.01439,0
4967078641,0.00707,0.00353
2613059027,0,0
2464237390,0,0.0031
3437624164,0.01087,0
6104361763,0.01515,0
2016254854,0,0
2370136139,0,0.00889
3013961182,0.00455,0
3979848873,0.0061,0.0061
5535466120,0.01688,0
2476890148,0.01399,0
4507457225,0,0.00331
3163328743,0.00596,0.00298
3895326623,0.00397,0
4777990988,0,0
2766548622,0.00578,0
3855031301,0,0
2959155042,0.00457,0.00457
2588054950,0.00796,0.00478
2296724276,0.00205,0
3963589629,0.00888,0.00148
4778567579,0,0.01042
1881903906,0.00181,0
2811805180,0,0
3330845565,0.01193,0
3577028913,0,0
4869379163,0.00948,0.00474
3504538538,0,0
5011904419,0.00875,0.00438
3554180461,0.00549,0.00549
3600206923,0,0
5949947951,0,0.00948
2767389515,0,0
3633560041,0.00368,0.01103
2795501554,0.00893,0
4467786911,0.00376,0.0188
5176428520,0.02857,0.00714
4262578981,0,0
4980494893,0.0125,0
5075243766,0.00147,0
2266367053,0,0
2314997567,0.01183,0
4127946171,0.00364,0
2865985364,0,0
5495199172,0.01923,0
3276588976,0.01399,0
1860174771,0,0.02174
2823806426,0,0
5227518494,0.02941,0
2125624647,0.00225,0.00225
3631382964,0.01147,0.00459
2160942723,0.01053,0
2423608996,0,0.00506
6146521559,0.00296,0.00444
4566703876,0.0303,0
5229421684,0,0.00529
5185488051,0.00862,0
4485526146,0.00619,0.00619
2529766572,0.008,0
3788061951,0,0
2003794232,0.01099,0
5344094253,0.01456,0
4615742787,0.00508,0.00508
2329339654,0.00926,0.00926
3196017496,0,0
2692981164,0.01563,0.00391
5098867080,0.02128,0.02128
2712306074,0,0.0073
4554776734,0,0
2908134162,0,0
4504255659,0,0.00746
5748138638,0,0
2346901097,0,0
4038728800,0.01181,0
5700761876,0.02113,0
2700495894,0,0
2848527074,0.00154,0
2736393854,0,0.01418
2302208285,0,0.00388
3278273362,0,0
3159914116,0,0.00699
4653015037,0.00457,0
2562684876,0,0
2682234012,0,0
3098278980,0.00369,0
4227457428,0,0
3861889958,0,0.00602
5396955176,0.008,0
4988476851,0.00471,0.00706
5245385403,0.0031,0
2210962827,0.00336,0
5985121895,0.01075,0
5946985703,0,0.0046
2746746735,0,0
4719903126,0,0
5513035009,0,0
3862184439,0,0.0029
6108730900,0.00351,0
5252315699,0,0.0087
2167015425,0,0
2283373292,0.00904,0.00181
3580526494,0.01235,0
4788855221,0,0
3453531924,0,0
3289551085,0,0
3452195636,0,0
2977611611,0.0101,0.00505
4190856169,0,0.00147
3928897270,0,0
4174763957,0.0045,0
5012326524,0.02479,0
4849746271,0,0
2977584447,0.01852,0
2187746748,0.00521,0
2203084313,0,0.00916
5474267295,0.00707,0.00141
2331645981,0.00409,0.00613
3385499319,0,0.00823
4746337520,0,0
3203131205,0,0.02525
4526656671,0,0
4562019015,0,0
3953547866,0,0
5516484953,0,0
3133463704,0.00992,0
3364338479,0.00427,0.00142
4401473593,0,0.00935
2079901159,0,0.00394
3885409752,0.0043,0.0043
2396741031,0,0
3018414659,0.03846,0
4991887483,0,0
2930511764,0,0.01212
3811913531,0.00694,0
2629377242,0.00458,0
4868579140,0.01754,0
5455970263,0,0
4814710771,0.01,0
5302151210,0.0046,0.00153
5982326547,0,0.00806
5312170275,0,0
5160676090,0,0
2759456866,0.01124,0
2294336073,0.00342,0.00342
4863430855,0,0
4220849439,0.00294,0
4032090166,0.01422,0
1863861847,0.02703,0
2827914259,0.01863,0.00311
3192698726,0,0
4789903158,0,0.00568
4229096388,0.00627,0
2468899922,0,0.00637
3396869527,0,0
3711494057,0.00868,0.00217
4321841429,0.00893,0
3061236972,0,0.00787
5160761857,0,0.01316
4409781625,0,0
5045105799,0.00602,0
4002308547,0.00485,0
1929086001,0.00772,0
4313612414,0.00267,0.00267
3921604483,0.00294,0.00294
5771197509,0.00529,0
4323008121,0.0073,0
5934846153,0.00769,0
3318765772,0,0
2717148069,0,0.00743
2580644040,0.01093,0
5603116002,0.01852,0
3721019442,0,0
5497094259,0,0
4127980814,0,0
4447723945,0,0
5851089455,0,0
4505806258,0.00505,0
2905206144,0.01042,0
3944591013,0,0
4061704852,0,0
4677270157,0,0.00215
2213322013,0.01143,0
5755480703,0,0.00348
5335171877,0.00682,0.00227
4258831977,0.00543,0
1858078982,0,0
4198573943,0.00872,0
6147276652,0,0.02542
4268032934,0.02069,0
2660106430,0,0
3108359858,0,0
3154357779,0,0.00314
3833755064,0,0
2062296958,0.00621,0
4210023741,0,0
4912358203,0.01961,0
2862453369,0.00962,0.00481
5583652049,0.00645,0.00645
4125228882,0,0
6032696519,0.00478,0
6070053119,0.00769,0.00385
4445460159,0,0.00427
4626208684,0,0
6121533375,0,0.01172
6000573620,0.00676,0
2152909226,0.00179,0.00179
2717379239,0.00538,0
2127010671,0,0
2423158070,0,0.00513
4176532924,0,0
4218688189,0.00239,0
1961044045,0,0.00375
5948456812,0.00714,0.00714
6093456046,0.00929,0.0031
4818981043,0.00725,0
2346425704,0,0
5279844896,0,0.00885
1930057268,0,0
4522279259,0,0
5713466293,0,0
5568040317,0.00541,0
3433345745,0.01063,0.01181
2011812522,0.0098,0
3317777635,0.00515,0
4725513422,0.01047,0
3596932036,0,0
3338857881,0,0
3976603816,0,0.00431
5753978964,0.00639,0
6117452585,0.01544,0
5496774976,0.01199,0.00699
3383833952,0.01408,0
2299300838,0,0.00437
3259301574,0,0
5381245809,0,0
5690901098,0,0
3630944013,0.01351,0
2370322974,0,0.01266
5790151649,0.0045,0
4906779708,0.01579,0
3679910233,0.00442,0
3476653254,0,0
4033479686,0.00394,0
3948324766,0.00476,0
2718603609,0,0
2138673102,0,0.01274
5775479629,0.00543,0
3633244448,0.01277,0
3177385659,0,0
2276877524,0.00633,0
4954858114,0,0.00441
3098859048,0.00422,0.00422
2266443242,0,0
2504535724,0.01282,0
4710418966,0.00513,0
2615780303,0,0
4984028451,0,0.00613
2081467757,0.00538,0.00179
2368899873,0.0033,0.0066
3275210297,0,0
2408412362,0.00959,0.01199
5574644856,0,0
5372456692,0.01657,0
4038667300,0,0
4472111931,0.01942,0
3327373392,0.00355,0.0071
5237660667,0,0.00562
4496584345,0.00233,0
3898463693,0.01442,0.00481
5371660036,0.0073,0
5027696965,0.01205,0
4837091019,0,0
3877569992,0,0.02655
5493142980,0.00625,0
3791278182,0.01115,0.01859
4380889657,0.00143,0.00717
6038839726,0,0
2782480965,0.00292,0.00292
4627330822,0,0.00526
5657340571,0,0
5579430307,0,0.00901
2181095466,0,0
2977989307,0.03125,0
5032890827,0.01015,0
5956380826,0,0.00397
2760186842,0,0
4802026447,0.00539,0.00809
2797770373,0,0
6113911909,0,0.02128
6087292375,0,0
5249119503,0,0
4835721061,0.01149,0
3346556905,0.00552,0
5400168879,0.03614,0
4330986871,0.00943,0
1947893840,0,0.01005
5311763536,0,0.00763
1863631517,0.00784,0.00196
3622996067,0,0
2583228005,0.00671,0.00671
2071007936,0,0.00226
3187393011,0.00546,0.0082
2732021979,0,0.00587
6111286114,0,0
3978671403,0.00791,0.01186
6031124281,0,0
5410576416,0,0
2852902375,0.01493,0.00498
5544648292,0.00792,0.00264
2238866497,0.00267,0
5174140163,0.00447,0.01043
4940418168,0.00806,0
3816611804,0.00704,0
5565649098,0.01863,0
2859062314,0,0
5457759071,0.02846,0.00407
2345896484,0.00656,0
5990693500,0.00769,0.00577
4907556770,0,0
2976138079,0.00505,0.0101
3230049074,0.00493,0
2830242692,0.0017,0.0017
5448513772,0.00685,0.01142
4680099971,0.00248,0.00248
2586547319,0,0.00262
2203647863,0,0
4038566057,0,0
6092111210,0.0101,0.00337
5754071756,0.00476,0
5149538108,0,0.01225
3444988710,0.00264,0.00528
5947960513,0,0
2337980724,0.0101,0
3034299370,0.00639,0.0016
5145821545,0.00655,0.00218
6069902574,0,0.00599
4356913159,0.00654,0.00654
4534342017,0.00276,0
5243277564,0,0
3588674934,0,0
2211307466,0.01258,0
4371098650,0,0
4965574378,0.00402,0
4889641841,0.00636,0
5404371022,0.00505,0.0101
3698804502,0,0
4109990274,0,0
5272696116,0,0
3711200429,0.00317,0.00634
4889297545,0.00243,0.00243
5849924907,0,0.02564
3316772501,0,0.00212
4245721286,0.00402,0.00803
3447282425,0,0
5887351897,0.0292,0
5846528362,0,0
3052893353,0,0
5832150565,0,0.02
2043212462,0,0
4458681748,0.01083,0.00203
5362245872,0.00358,0.00358
2085873525,0.00495,0.00495
5765872259,0.00654,0.00218
5156511646,0.00494,0
3841811105,0.01124,0.00281
4666881531,0.00236,0.00236
5787602695,0,0.00437
2681312303,0.01818,0.00606
5389969912,0.00526,0
3172916208,0.00883,0
1960301220,0,0
2558282083,0.00484,0.00484
4254394001,0.00439,0.00877
2025869660,0.00475,0
4521157025,0,0
5867103632,0.01007,0
5356326966,0.00508,0
5900469797,0.00337,0.00673
4479290600,0,0
3423836129,0,0
3664596679,0,0
5129108177,0,0
1892909234,0,0.00413
3156850502,0.00358,0.00179
3819732916,0,0.00585
5463345801,0,0
5060973701,0,0
3670839186,0.00437,0
4244920623,0.01923,0
1897194594,0,0.01327
5707764842,0,0
2861785576,0,0
3637053719,0,0
2252684752,0.00385,0
3617256463,0.00495,0.00495
3007304182,0.0106,0.01767
5744719735,0,0
4047767743,0.00413,0
4741394472,0.00392,0
4883152235,0,0
2220554455,0,0
2144369476,0,0
5002849176,0.01042,0
1999266481,0.00889,0
4710718045,0,0
3942067147,0.0037,0
2940350007,0.01563,0
4628914626,0.00966,0.00483
4482010397,0,0
4354136527,0.00313,0.00313
1925547362,0.00324,0.00162
3020452359,0,0.01212
3830648263,0.00459,0
2520129424,0,0.00709
3076792115,0.01126,0
3291397438,0.00094,0.00378
5807827955,0.00376,0
5047694862,0,0
4320546566,0.01961,0
3554381355,0.00478,0.00957
4100608317,0,0
3765321307,0.00741,0
3183612441,0,0
2923682275,0,0
1922853048,0.00629,0
5957924440,0,0
5812733046,0,0
4087798864,0,0
1915444526,0.00621,0.00621
2341470602,0.05594,0
5565144084,0,0
2036626747,0,0
4337648356,0.00487,0
5486172450,0.02174,0
2917322026,0,0
2844213171,0,0.01754
4056521990,0.00912,0.00304
5740447625,0.01083,0.00722
2034470692,0.00388,0
4612804516,0,0.0102
4661863600,0.01272,0.00509
2541490361,0,0.01053
5231639454,0,0
4251671290,0,0.01212
2054916026,0.02326,0
1986265123,0.05556,0.05556
4168870880,0,0
4055434592,0.01136,0.00568
3230086627,0,0
4199236475,0,0
5549297951,0.00272,0
4791826452,0.00431,0.00862
5536717230,0.01015,0
3709960668,0,0
5499890587,0,0
2378519901,0.00437,0
1905793168,0.00758,0
4675098117,0,0
4529426339,0,0
3031688337,0.00488,0.0078
5598973845,0,0.01282
3989520059,0.00391,0
2100736799,0,0.00455
2795829804,0.01119,0.00373
2596630713,0.00901,0
4613049190,0.00463,0.00463
5547763467,0,0.01119
4877304704,0.00435,0
2976090557,0,0
2410154357,0,0.0102
2178474112,0,0
3573149817,0,0
4774419951,0,0
5469645730,0,0
5597514196,0,0.01538
5835273358,0,0
4225346082,0,0.00901
2443571291,0,0
5268523528,0.01463,0.00488
5943250695,0,0
2782242779,0.00365,0.00365
2822045172,0.00283,0.00283
3934516275,0,0
4734093618,0,0
5493384293,0.00769,0.01538
6089840069,0,0
2799941564,0.01709,0.00427
2938372773,0.00556,0.01111
2448651052,0.00432,0.00216
5074293015,0.01418,0
2841793236,0,0
2960472038,0,0
2685333848,0,0
4504188275,0,0
4218602998,0.00584,0
4197360493,0.00419,0.0014
3768042928,0,0
5803942914,0,0
3713424675,0,0
2682582837,0.01079,0.0036
2763991967,0,0
5843434701,0,0
5777385805,0,0
4158657565,0,0
5380218296,0.00321,0
2841833852,0.02,0
3090828522,0.00877,0
4735174948,0,0
4296310138,0,0
3850401967,0.00524,0.00524
4152526769,0.0125,0
4127525358,0,0.00752
2076799986,0.01064,0.00426
4195470469,0.01619,0
5698877596,0.00585,0.00585
6147389186,0,0.00459
1991337677,0.00662,0
4037822212,0.00515,0.00515
3858704707,0,0
1980459208,0,0
6047692414,0,0
5782430032,0.00161,0.00484
4375842148,0,0
5882838008,0.01613,0
5699751569,0,0.01923
3959382200,0,0
2810650842,0,0
2146792257,0.0051,0
2038094051,0.0117,0
5860754863,0.01282,0
3871744032,0,0
5701957675,0,0.00794
3114731544,0,0
5020360420,0.00153,0.00613
2190792015,0,0
6127159069,0.04348,0
2492294188,0.0163,0
3565654793,0,0
5512595112,0,0
2207394563,0.01484,0.00297
4463059623,0,0
4391382232,0.00526,0.00877
2144829655,0,0
5123672699,0.02817,0
3665376296,0,0
2106283233,0.00455,0
2999931785,0.00719,0
3263029039,0,0
4030321165,0,0
2454221541,0.00588,0.01176
3094615205,0,0
3035649463,0,0
5568634708,0.0101,0
5892491944,0.0037,0.0037
3801943578,0,0
5848339643,0,0
4156498386,0.01408,0
5344178174,0,0
2226531424,0,0
2259270334,0.00344,0
3114544887,0.0051,0
3832500567,0,0
4161891603,0.00151,0.00603
3434903099,0,0
2565812624,0.01345,0.00897
5471208734,0,0.00333
4310950121,0.01911,0
1866028869,0.01087,0.01087
5620111879,0,0
